gene_id,s_mtsc_complete_wt_rep2,s_mtsc_ezr_d1_td_single_tdbl_rep2,s_mtsc_klf5_a3_tdbl_first_half_rep2,s_mtsc_krt8_18_f7_tftd_dis_insertion_tf,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep2
ENSMUSG00000116499,1,1,6,0,1,0
ENSMUSG00000116500,0,0,0,0,0,0
ENSMUSG00000116504,0,2,0,0,0,2
ENSMUSG00000116505,7,2,7,9,12,11
ENSMUSG00000116506,14,25,22,20,23,23
ENSMUSG00000116508,101,121,131,128,105,144
ENSMUSG00000116514,0,0,0,0,0,0
ENSMUSG00000116516,0,0,1,0,0,0
ENSMUSG00000116518,40,56,57,30,46,72
ENSMUSG00000116519,0,0,0,0,0,0
ENSMUSG00000116520,0,0,0,0,0,0
ENSMUSG00000116521,0,0,0,0,0,0
ENSMUSG00000116525,1,0,0,0,0,0
ENSMUSG00000116528,0,0,0,0,0,0
ENSMUSG00000116529,4,15,9,17,8,13
ENSMUSG00000116530,0,1,0,0,0,0
ENSMUSG00000116531,0,0,0,0,0,0
ENSMUSG00000116532,0,0,0,0,0,0
ENSMUSG00000116533,0,0,0,0,0,0
ENSMUSG00000116534,0,0,0,0,0,1
ENSMUSG00000116535,0,0,5,0,3,0
ENSMUSG00000116536,2,10,9,5,6,4
ENSMUSG00000116537,4,2,0,5,3,3
ENSMUSG00000116538,2,5,0,3,5,0
ENSMUSG00000116539,0,0,0,0,0,0
ENSMUSG00000116540,0,0,12,0,0,0
ENSMUSG00000116542,0,0,0,0,0,0
ENSMUSG00000116543,0,0,0,0,0,0
ENSMUSG00000116544,0,0,0,0,0,0
ENSMUSG00000116545,0,2,1,0,0,1
ENSMUSG00000116546,0,0,1,0,0,0
ENSMUSG00000116547,0,0,0,0,1,0
ENSMUSG00000116548,0,0,0,0,0,0
ENSMUSG00000116549,0,0,0,0,0,0
ENSMUSG00000116550,1,1,1,3,1,2
ENSMUSG00000116551,0,0,0,0,0,0
ENSMUSG00000116552,0,0,0,0,0,0
ENSMUSG00000116553,0,0,0,0,0,0
ENSMUSG00000116554,0,0,0,0,0,0
ENSMUSG00000116555,0,2,0,0,0,0
ENSMUSG00000116556,0,0,0,0,0,0
ENSMUSG00000116557,3,15,6,7,5,8
ENSMUSG00000116558,12,14,10,13,4,20
ENSMUSG00000116559,0,0,0,0,0,0
ENSMUSG00000116560,0,1,0,1,0,0
ENSMUSG00000116561,7,1,0,6,3,9
ENSMUSG00000116562,1,5,0,1,1,0
ENSMUSG00000116563,0,0,0,0,0,0
ENSMUSG00000116564,5574,6345,5455,6373,5936,6200
ENSMUSG00000116565,0,0,0,0,0,0
ENSMUSG00000116566,0,0,0,0,0,0
ENSMUSG00000116567,0,0,0,0,0,0
ENSMUSG00000116568,0,0,0,0,0,0
ENSMUSG00000116569,14,9,2,2,3,11
ENSMUSG00000116570,0,0,0,0,0,0
ENSMUSG00000116571,4,7,5,4,4,11
ENSMUSG00000116572,0,2,2,3,3,4
ENSMUSG00000116573,0,0,0,0,0,0
ENSMUSG00000116574,0,0,0,0,0,0
ENSMUSG00000116575,0,0,0,0,0,0
ENSMUSG00000116576,0,0,0,0,0,0
ENSMUSG00000116578,0,0,0,0,0,0
ENSMUSG00000116579,5,7,4,3,5,4
ENSMUSG00000116580,0,0,0,0,0,0
ENSMUSG00000116581,15,13,11,10,6,12
ENSMUSG00000116582,0,0,0,0,0,0
ENSMUSG00000116583,0,0,2,0,0,0
ENSMUSG00000116585,0,0,0,0,0,0
ENSMUSG00000116586,0,0,0,0,1,0
ENSMUSG00000116587,0,0,0,0,0,0
ENSMUSG00000116588,0,0,0,0,0,0
ENSMUSG00000116589,0,0,0,3,2,1
ENSMUSG00000116590,5,23,8,10,15,11
ENSMUSG00000116591,0,0,0,0,0,0
ENSMUSG00000116592,0,0,0,0,0,0
ENSMUSG00000116593,0,0,0,0,0,0
ENSMUSG00000116594,10,12,9,17,21,22
ENSMUSG00000116595,0,0,0,0,0,0
ENSMUSG00000116596,0,0,0,0,0,0
ENSMUSG00000116597,0,1,0,1,1,1
ENSMUSG00000116598,0,0,0,0,0,0
ENSMUSG00000116599,0,0,0,0,0,0
ENSMUSG00000116600,0,0,0,0,0,0
ENSMUSG00000116601,0,0,0,0,0,0
ENSMUSG00000116603,0,0,0,0,0,0
ENSMUSG00000116604,13,19,15,47,93,17
ENSMUSG00000116605,0,0,0,0,0,0
ENSMUSG00000116606,228,221,194,224,153,232
ENSMUSG00000116607,0,1,1,5,2,5
ENSMUSG00000116608,1,0,0,0,0,0
ENSMUSG00000116609,0,0,0,0,0,0
ENSMUSG00000116610,0,0,0,0,0,0
ENSMUSG00000116611,0,0,0,0,0,1
ENSMUSG00000116612,0,0,0,1,0,0
ENSMUSG00000116614,0,0,1,1,0,2
ENSMUSG00000116615,0,0,0,0,0,0
ENSMUSG00000116616,0,0,0,0,0,0
ENSMUSG00000116617,49,41,66,54,126,50
ENSMUSG00000116618,8,6,8,5,6,8
ENSMUSG00000116619,0,0,0,0,0,0
ENSMUSG00000116620,6,14,7,8,9,5
ENSMUSG00000116621,0,0,0,0,0,0
ENSMUSG00000116622,0,0,3,0,0,0
ENSMUSG00000116623,0,0,0,0,0,0
ENSMUSG00000116624,12,8,12,14,15,18
ENSMUSG00000116625,0,1,4,0,0,0
ENSMUSG00000116626,18,12,2,10,10,5
ENSMUSG00000116627,48,63,69,46,77,29
ENSMUSG00000116628,0,0,0,0,0,0
ENSMUSG00000116629,0,0,0,0,0,0
ENSMUSG00000116630,0,1,0,0,0,0
ENSMUSG00000116631,0,0,0,0,0,0
ENSMUSG00000116632,135,174,159,125,144,113
ENSMUSG00000116633,0,0,0,0,0,0
ENSMUSG00000116634,0,0,0,0,0,0
ENSMUSG00000116635,36,39,45,29,42,27
ENSMUSG00000116636,0,0,0,0,0,0
ENSMUSG00000116637,9,12,17,9,9,11
ENSMUSG00000116638,0,0,0,0,0,0
ENSMUSG00000116639,1,0,0,0,0,0
ENSMUSG00000116640,2,5,2,1,2,6
ENSMUSG00000116641,2,1,0,1,0,0
ENSMUSG00000116642,0,0,0,0,0,0
ENSMUSG00000116643,0,1,0,0,0,0
ENSMUSG00000116644,1,0,1,1,1,0
ENSMUSG00000116645,3,1,1,1,4,4
ENSMUSG00000116646,4,3,0,0,0,4
ENSMUSG00000116647,0,0,0,0,0,0
ENSMUSG00000116648,0,0,0,0,0,0
ENSMUSG00000116649,0,0,0,0,0,0
ENSMUSG00000116650,0,0,0,0,0,0
ENSMUSG00000116651,0,0,0,0,0,0
ENSMUSG00000116652,500,649,640,687,663,663
ENSMUSG00000116653,0,0,0,0,0,0
ENSMUSG00000116654,0,0,0,0,0,0
ENSMUSG00000116655,12,8,8,9,8,18
ENSMUSG00000116656,1,1,2,0,0,0
ENSMUSG00000116657,93,93,86,101,90,121
ENSMUSG00000116658,0,0,0,0,0,0
ENSMUSG00000116659,0,0,0,1,0,1
ENSMUSG00000116660,2,0,0,1,1,2
ENSMUSG00000116661,0,0,0,0,0,0
ENSMUSG00000116662,0,0,0,0,0,0
ENSMUSG00000116663,0,0,0,0,0,0
ENSMUSG00000116664,0,0,0,0,0,0
ENSMUSG00000116665,0,0,0,0,0,0
ENSMUSG00000116666,0,0,0,0,0,0
ENSMUSG00000116667,0,0,1,0,0,0
ENSMUSG00000116668,0,0,0,0,0,0
ENSMUSG00000116669,0,0,0,0,0,0
ENSMUSG00000116670,0,0,0,0,0,0
ENSMUSG00000116671,0,0,0,0,0,0
ENSMUSG00000116672,0,0,0,0,0,0
ENSMUSG00000116673,381,398,241,339,400,439
ENSMUSG00000116674,0,0,0,0,0,0
ENSMUSG00000116675,0,0,0,0,0,0
ENSMUSG00000116676,0,0,1,0,0,0
ENSMUSG00000116677,0,1,0,0,0,0
ENSMUSG00000116678,0,0,0,0,0,2
ENSMUSG00000116679,1,5,0,5,5,0
ENSMUSG00000116680,0,0,0,0,0,0
ENSMUSG00000116681,0,0,0,0,0,0
ENSMUSG00000116682,0,0,0,0,0,0
ENSMUSG00000116684,0,0,0,0,0,0
ENSMUSG00000116685,0,0,0,0,0,0
ENSMUSG00000116686,0,0,0,0,0,0
ENSMUSG00000116687,0,0,0,0,0,0
ENSMUSG00000116688,0,0,0,0,0,0
ENSMUSG00000116689,0,0,0,0,0,0
ENSMUSG00000116690,0,0,0,0,0,0
ENSMUSG00000116691,0,0,0,0,0,0
ENSMUSG00000116692,1,0,1,1,0,0
ENSMUSG00000116693,0,0,0,0,0,1
ENSMUSG00000116694,3,4,6,3,5,4
ENSMUSG00000116695,1,0,0,0,0,0
ENSMUSG00000116696,0,0,0,0,0,0
ENSMUSG00000116697,7,5,2,2,0,7
ENSMUSG00000116698,0,0,0,0,0,0
ENSMUSG00000116699,0,0,0,0,2,0
ENSMUSG00000116700,0,0,0,0,0,0
ENSMUSG00000116701,0,0,0,0,0,0
ENSMUSG00000116702,0,0,0,0,0,0
ENSMUSG00000116703,6,6,4,8,6,7
ENSMUSG00000116704,1,0,4,3,1,1
ENSMUSG00000116705,2,5,2,2,4,5
ENSMUSG00000116706,0,0,0,0,0,0
ENSMUSG00000116707,23,23,12,32,34,21
ENSMUSG00000116708,0,0,0,0,0,0
ENSMUSG00000116709,0,0,0,0,1,0
ENSMUSG00000116710,0,0,0,0,0,0
ENSMUSG00000116711,0,0,0,0,0,0
ENSMUSG00000116712,0,0,0,0,0,0
ENSMUSG00000116713,0,0,0,0,0,0
ENSMUSG00000116714,0,0,0,0,0,0
ENSMUSG00000116715,107,111,98,109,136,122
ENSMUSG00000116716,0,0,0,0,0,0
ENSMUSG00000116717,0,0,0,0,0,0
ENSMUSG00000116718,6,12,15,11,7,10
ENSMUSG00000116719,0,0,0,0,0,0
ENSMUSG00000116720,0,0,0,0,0,0
ENSMUSG00000116721,0,0,2,0,1,0
ENSMUSG00000116722,0,0,0,0,0,0
ENSMUSG00000116723,0,0,0,0,0,0
ENSMUSG00000116725,0,0,0,0,0,0
ENSMUSG00000116727,0,0,0,0,0,0
ENSMUSG00000116728,0,0,0,0,0,0
ENSMUSG00000116729,8,5,3,2,2,3
ENSMUSG00000116730,0,0,0,0,0,0
ENSMUSG00000116731,0,0,0,0,0,0
ENSMUSG00000116732,0,0,0,0,0,0
ENSMUSG00000116733,47,63,58,35,44,58
ENSMUSG00000116734,0,0,0,0,0,0
ENSMUSG00000116735,0,0,0,0,0,0
ENSMUSG00000116736,0,1,0,0,0,0
ENSMUSG00000116737,12,8,11,8,25,12
ENSMUSG00000116738,0,0,0,0,0,0
ENSMUSG00000116739,26,18,32,25,20,27
ENSMUSG00000116740,0,0,0,0,0,0
ENSMUSG00000116741,0,0,0,0,0,0
ENSMUSG00000116742,0,0,0,0,0,0
ENSMUSG00000116743,1,0,1,1,0,1
ENSMUSG00000116744,0,0,0,0,0,0
ENSMUSG00000116745,0,0,0,0,0,0
ENSMUSG00000116746,0,0,0,0,0,0
ENSMUSG00000116747,0,0,1,0,1,2
ENSMUSG00000116748,1,0,0,0,0,0
ENSMUSG00000116749,0,0,0,0,0,0
ENSMUSG00000116750,0,0,0,0,0,0
ENSMUSG00000116751,0,0,0,0,0,0
ENSMUSG00000116752,0,0,0,0,0,0
ENSMUSG00000116753,0,0,0,0,0,0
ENSMUSG00000116754,0,0,0,0,0,0
ENSMUSG00000116755,0,0,0,0,0,0
ENSMUSG00000116756,0,0,0,0,0,0
ENSMUSG00000116757,0,0,0,0,0,0
ENSMUSG00000116758,0,0,0,0,0,0
ENSMUSG00000116759,0,0,0,0,0,0
ENSMUSG00000116760,0,2,1,0,0,2
ENSMUSG00000116761,0,0,0,0,0,0
ENSMUSG00000116762,0,0,0,4,2,0
ENSMUSG00000116763,2,2,1,1,0,5
ENSMUSG00000116764,0,0,0,0,4,0
ENSMUSG00000116765,0,0,0,0,0,0
ENSMUSG00000116766,0,1,0,0,0,0
ENSMUSG00000116767,0,0,0,0,0,0
ENSMUSG00000116768,0,0,0,0,0,0
ENSMUSG00000116769,0,0,0,0,0,0
ENSMUSG00000116770,0,0,0,0,0,0
ENSMUSG00000116771,2,0,0,0,1,0
ENSMUSG00000116772,0,0,0,0,0,0
ENSMUSG00000116773,0,0,0,0,0,0
ENSMUSG00000116774,0,0,0,0,0,0
ENSMUSG00000116775,25,22,26,27,36,18
ENSMUSG00000116776,0,0,1,0,0,0
ENSMUSG00000116777,5,8,8,3,13,21
ENSMUSG00000116778,0,0,0,0,0,0
ENSMUSG00000116779,6,6,3,10,14,8
ENSMUSG00000116780,0,0,0,0,1,0
ENSMUSG00000116781,1,1,2,3,2,1
ENSMUSG00000116782,0,1,0,0,0,0
ENSMUSG00000116783,0,0,0,0,0,0
ENSMUSG00000116784,0,0,0,0,0,0
ENSMUSG00000116785,0,0,0,0,0,0
ENSMUSG00000116786,0,0,0,0,0,1
ENSMUSG00000116788,0,0,0,1,1,2
ENSMUSG00000116789,0,0,0,0,0,0
ENSMUSG00000116790,0,0,0,0,0,0
ENSMUSG00000116791,0,0,0,0,0,0
ENSMUSG00000116792,0,0,0,0,0,0
ENSMUSG00000116793,9,6,5,3,18,7
ENSMUSG00000116794,0,0,0,0,0,0
ENSMUSG00000116795,4,5,3,2,4,7
ENSMUSG00000116796,1,0,0,0,1,0
ENSMUSG00000116797,0,0,2,7,1,1
ENSMUSG00000116798,0,0,0,0,0,0
ENSMUSG00000116799,0,0,0,0,0,0
ENSMUSG00000116800,0,0,0,0,0,0
ENSMUSG00000116801,0,0,0,0,0,0
ENSMUSG00000116802,486,685,428,545,425,601
ENSMUSG00000116803,0,0,0,0,0,0
ENSMUSG00000116804,0,0,0,0,0,0
ENSMUSG00000116805,0,0,0,0,0,0
ENSMUSG00000116806,0,0,0,0,0,0
ENSMUSG00000116807,0,0,0,0,0,0
ENSMUSG00000116808,0,0,0,0,0,0
ENSMUSG00000116809,0,0,0,0,0,3
ENSMUSG00000116810,0,0,0,0,0,0
ENSMUSG00000116811,3,1,5,1,1,5
ENSMUSG00000116812,0,12,3,2,0,4
ENSMUSG00000116813,0,1,0,0,0,0
ENSMUSG00000116814,3,3,0,0,0,0
ENSMUSG00000116815,186,216,194,220,114,214
ENSMUSG00000116816,0,0,0,0,0,0
ENSMUSG00000116817,0,0,0,1,0,0
ENSMUSG00000116818,0,0,0,0,0,0
ENSMUSG00000116819,7,2,4,4,0,10
ENSMUSG00000116820,0,0,0,1,0,0
ENSMUSG00000116821,2,1,0,2,1,3
ENSMUSG00000116822,0,0,0,0,0,1
ENSMUSG00000116823,3,6,3,3,5,10
ENSMUSG00000116824,0,0,0,0,0,0
ENSMUSG00000116825,0,0,1,4,4,2
ENSMUSG00000116826,0,0,0,0,0,0
ENSMUSG00000116827,0,0,0,0,0,0
ENSMUSG00000116828,0,0,0,0,0,0
ENSMUSG00000116829,0,1,3,5,0,0
ENSMUSG00000116830,0,0,0,0,0,0
ENSMUSG00000116831,0,0,0,1,0,0
ENSMUSG00000116832,0,0,0,0,0,0
ENSMUSG00000116833,0,0,0,0,0,0
ENSMUSG00000116834,0,0,0,0,0,0
ENSMUSG00000116835,0,0,7,0,3,1
ENSMUSG00000116836,40,66,56,67,55,71
ENSMUSG00000116837,0,0,0,0,0,0
ENSMUSG00000116838,9,16,14,7,5,23
ENSMUSG00000116839,0,0,0,0,0,0
ENSMUSG00000116840,8,7,4,4,5,8
ENSMUSG00000116841,0,0,0,0,0,0
ENSMUSG00000116842,0,1,1,3,3,2
ENSMUSG00000116843,0,0,0,0,0,0
ENSMUSG00000116845,0,0,0,0,0,0
ENSMUSG00000116846,0,0,0,0,0,0
ENSMUSG00000116847,0,1,0,4,3,1
ENSMUSG00000116848,0,0,0,0,0,1
ENSMUSG00000116849,0,0,0,0,0,0
ENSMUSG00000116850,0,0,0,0,0,0
ENSMUSG00000116851,0,0,0,0,0,0
ENSMUSG00000116852,2,4,9,5,4,11
ENSMUSG00000116853,0,0,0,0,0,0
ENSMUSG00000116854,0,0,0,0,0,0
ENSMUSG00000116855,0,0,0,0,0,0
ENSMUSG00000116857,0,0,0,0,0,0
ENSMUSG00000116858,334,454,413,411,425,344
ENSMUSG00000116859,4,1,0,0,1,0
ENSMUSG00000116860,0,0,0,0,0,0
ENSMUSG00000116861,0,0,1,0,0,0
ENSMUSG00000116862,0,0,0,1,0,0
ENSMUSG00000116863,0,1,0,0,0,0
ENSMUSG00000116864,97,101,84,75,126,95
ENSMUSG00000116865,0,0,0,0,0,0
ENSMUSG00000116866,0,3,1,2,0,2
ENSMUSG00000116867,0,0,0,0,0,0
ENSMUSG00000116868,0,0,0,0,0,0
ENSMUSG00000116870,0,0,0,0,0,0
ENSMUSG00000116871,0,0,0,0,0,0
ENSMUSG00000116872,0,0,0,0,2,0
ENSMUSG00000116873,0,0,0,0,0,0
ENSMUSG00000116874,0,0,0,0,0,0
ENSMUSG00000116875,7,15,7,8,10,7
ENSMUSG00000116876,0,0,0,1,0,0
ENSMUSG00000116877,0,0,0,0,0,0
ENSMUSG00000116878,0,0,0,0,0,0
ENSMUSG00000116879,0,1,0,3,0,0
ENSMUSG00000116880,0,0,0,0,0,0
ENSMUSG00000116881,0,0,0,0,0,0
ENSMUSG00000116882,3,0,1,1,0,0
ENSMUSG00000116883,97,112,111,119,80,96
ENSMUSG00000116884,3,3,0,4,2,5
ENSMUSG00000116885,0,1,0,0,0,0
ENSMUSG00000116886,0,0,0,0,0,0
ENSMUSG00000116887,0,0,0,0,1,0
ENSMUSG00000116888,0,0,0,0,0,0
ENSMUSG00000116889,0,0,0,0,0,0
ENSMUSG00000116890,16,2,3,5,1,8
ENSMUSG00000116891,0,0,0,0,0,0
ENSMUSG00000116892,0,0,0,1,0,0
ENSMUSG00000116893,0,0,1,3,2,0
ENSMUSG00000116894,0,0,0,0,0,0
ENSMUSG00000116895,14,7,17,12,7,8
ENSMUSG00000116896,0,0,0,0,0,0
ENSMUSG00000116897,0,0,0,0,0,0
ENSMUSG00000116898,16,32,32,10,17,42
ENSMUSG00000116899,0,0,0,0,0,0
ENSMUSG00000116900,2,2,1,0,0,2
ENSMUSG00000116901,0,0,0,0,0,0
ENSMUSG00000116902,0,0,0,0,0,0
ENSMUSG00000116903,0,0,0,0,0,0
ENSMUSG00000116904,0,0,0,0,0,0
ENSMUSG00000116905,0,0,0,0,0,0
ENSMUSG00000116906,0,0,0,0,0,0
ENSMUSG00000116907,0,0,0,0,0,0
ENSMUSG00000116908,250,189,73,119,153,216
ENSMUSG00000116909,0,0,0,0,2,0
ENSMUSG00000116910,0,0,0,0,0,0
ENSMUSG00000116911,0,0,0,0,0,0
ENSMUSG00000116912,101,93,99,116,93,111
ENSMUSG00000116913,0,1,3,2,0,0
ENSMUSG00000116914,0,0,0,0,0,0
ENSMUSG00000116915,0,0,0,0,0,0
ENSMUSG00000116916,1,11,3,2,1,2
ENSMUSG00000116917,0,0,0,0,0,0
ENSMUSG00000116918,0,0,0,0,0,0
ENSMUSG00000116919,33,31,19,42,45,38
ENSMUSG00000116920,0,0,0,0,0,0
ENSMUSG00000116921,0,0,0,0,0,0
ENSMUSG00000116922,0,1,0,0,0,0
ENSMUSG00000116923,0,0,0,0,0,0
ENSMUSG00000116924,4,3,6,2,6,5
ENSMUSG00000116925,0,0,0,0,0,0
ENSMUSG00000116926,0,0,0,0,0,0
ENSMUSG00000116927,0,0,1,0,4,0
ENSMUSG00000116928,0,0,0,0,0,0
ENSMUSG00000116929,0,0,0,0,0,2
ENSMUSG00000116930,0,4,0,2,0,1
ENSMUSG00000116931,0,0,0,0,0,0
ENSMUSG00000116932,0,0,0,0,0,0
ENSMUSG00000116933,0,0,0,0,0,0
ENSMUSG00000116934,0,0,0,0,0,0
ENSMUSG00000116935,0,0,0,0,0,0
ENSMUSG00000116936,6,9,9,11,20,8
ENSMUSG00000116937,0,0,0,0,0,0
ENSMUSG00000116938,0,0,0,0,0,0
ENSMUSG00000116939,4,6,1,2,4,1
ENSMUSG00000116940,3,6,16,12,10,8
ENSMUSG00000116941,0,0,0,0,0,1
ENSMUSG00000116942,0,0,0,0,0,0
ENSMUSG00000116943,0,0,0,0,0,0
ENSMUSG00000116944,0,0,0,0,0,0
ENSMUSG00000116945,0,0,0,0,0,0
ENSMUSG00000116946,27,27,37,49,48,32
ENSMUSG00000116947,1,2,3,1,2,4
ENSMUSG00000116948,0,0,0,0,0,0
ENSMUSG00000116949,3,4,0,3,5,1
ENSMUSG00000116950,0,2,0,0,0,1
ENSMUSG00000116951,5,6,4,1,2,3
ENSMUSG00000116952,0,0,0,0,0,0
ENSMUSG00000116953,24,31,37,21,22,27
ENSMUSG00000116954,0,0,0,0,0,0
ENSMUSG00000116955,0,0,0,0,0,0
ENSMUSG00000116956,0,0,0,0,0,0
ENSMUSG00000116957,1,0,0,0,0,0
ENSMUSG00000116958,4,0,2,0,2,2
ENSMUSG00000116959,0,0,0,0,0,0
ENSMUSG00000116960,0,0,0,0,0,0
ENSMUSG00000116961,0,0,0,0,0,0
ENSMUSG00000116962,0,0,0,0,0,0
ENSMUSG00000116963,0,0,0,0,0,0
ENSMUSG00000116964,1,0,0,0,0,1
ENSMUSG00000116965,0,0,0,0,0,0
ENSMUSG00000116966,0,0,0,0,0,0
ENSMUSG00000116967,0,0,0,0,0,0
ENSMUSG00000116968,0,1,0,0,0,0
ENSMUSG00000116969,0,0,0,0,0,0
ENSMUSG00000116970,0,0,0,0,0,0
ENSMUSG00000116971,0,0,0,0,0,0
ENSMUSG00000116972,0,1,2,0,2,1
ENSMUSG00000116973,0,0,0,0,0,0
ENSMUSG00000116974,2,2,4,0,2,2
ENSMUSG00000116975,0,0,0,0,0,0
ENSMUSG00000116976,0,0,0,0,0,0
ENSMUSG00000116977,0,0,0,0,0,0
ENSMUSG00000116978,0,0,0,0,0,0
ENSMUSG00000116979,0,0,0,0,0,0
ENSMUSG00000116980,0,0,0,0,0,0
ENSMUSG00000116981,0,0,0,0,0,0
ENSMUSG00000116982,0,0,0,0,0,0
ENSMUSG00000116983,0,0,0,0,0,0
ENSMUSG00000116984,0,0,0,0,0,0
ENSMUSG00000116985,0,0,0,1,0,0
ENSMUSG00000116986,0,0,0,0,0,0
ENSMUSG00000116987,0,0,0,0,0,0
ENSMUSG00000116988,1,0,0,3,1,1
ENSMUSG00000116989,0,0,0,0,0,0
ENSMUSG00000116990,0,0,0,0,0,0
ENSMUSG00000116991,0,2,4,1,0,7
ENSMUSG00000116992,0,0,0,0,0,0
ENSMUSG00000116993,0,0,0,0,0,0
ENSMUSG00000116994,0,0,0,0,0,0
ENSMUSG00000116995,1598,2021,1991,1745,1777,2055
ENSMUSG00000116996,0,0,0,0,0,0
ENSMUSG00000116997,0,0,0,0,0,0
ENSMUSG00000116998,0,0,0,0,0,0
ENSMUSG00000116999,0,0,0,0,0,0
ENSMUSG00000117000,0,0,0,0,0,0
ENSMUSG00000117001,0,0,0,0,0,0
ENSMUSG00000117002,0,0,1,0,0,0
ENSMUSG00000117003,11,8,15,7,1,15
ENSMUSG00000117004,0,0,1,2,0,0
ENSMUSG00000117005,0,0,0,0,0,0
ENSMUSG00000117006,0,0,0,0,0,0
ENSMUSG00000117007,8,1,7,7,7,5
ENSMUSG00000117008,0,0,0,0,0,0
ENSMUSG00000117009,0,0,0,0,0,0
ENSMUSG00000117010,0,2,0,0,2,0
ENSMUSG00000117011,0,0,0,1,0,1
ENSMUSG00000117012,0,0,0,0,0,0
ENSMUSG00000117013,51,43,43,52,88,60
ENSMUSG00000117014,0,0,0,0,0,0
ENSMUSG00000117015,0,0,0,0,0,0
ENSMUSG00000117016,0,0,0,0,0,0
ENSMUSG00000117017,0,0,0,0,0,0
ENSMUSG00000117018,0,0,0,0,0,0
ENSMUSG00000117019,0,0,0,0,0,0
ENSMUSG00000117020,0,0,0,0,0,0
ENSMUSG00000117021,0,0,0,0,0,0
ENSMUSG00000117022,0,0,2,0,0,0
ENSMUSG00000117023,0,0,1,0,0,0
ENSMUSG00000117024,0,0,0,0,0,0
ENSMUSG00000117025,0,0,0,0,0,0
ENSMUSG00000117026,0,0,0,0,0,0
ENSMUSG00000117027,1,0,0,0,0,1
ENSMUSG00000117028,16,16,12,4,15,10
ENSMUSG00000117029,0,0,0,0,0,0
ENSMUSG00000117030,10,7,11,15,14,15
ENSMUSG00000117031,0,0,1,0,1,0
ENSMUSG00000117033,0,0,0,0,0,0
ENSMUSG00000117035,0,0,0,0,0,0
ENSMUSG00000117036,0,0,0,0,0,0
ENSMUSG00000117037,16,8,10,14,29,8
ENSMUSG00000117038,0,0,0,0,0,0
ENSMUSG00000117039,0,0,0,0,0,0
ENSMUSG00000117040,0,0,0,0,0,0
ENSMUSG00000117041,0,0,0,0,0,0
ENSMUSG00000117042,10,16,9,19,8,10
ENSMUSG00000117043,0,0,0,0,0,0
ENSMUSG00000117044,1,1,0,0,1,0
ENSMUSG00000117045,0,0,0,0,0,0
ENSMUSG00000117046,2,4,5,3,4,3
ENSMUSG00000117047,1,3,3,11,3,0
ENSMUSG00000117048,0,0,0,0,0,0
ENSMUSG00000117049,7,6,1,4,8,6
ENSMUSG00000117050,4,3,2,9,16,11
ENSMUSG00000117051,0,0,0,0,0,0
ENSMUSG00000117053,0,1,2,1,1,2
ENSMUSG00000117054,0,0,0,0,0,0
ENSMUSG00000117055,0,0,0,0,0,0
ENSMUSG00000117056,2,2,5,5,6,5
ENSMUSG00000117057,0,0,0,0,0,0
ENSMUSG00000117058,0,0,0,0,0,0
ENSMUSG00000117059,1,7,11,15,32,8
ENSMUSG00000117060,1,1,0,0,0,0
ENSMUSG00000117061,0,0,0,0,0,1
ENSMUSG00000117062,0,0,1,0,0,0
ENSMUSG00000117063,0,0,0,0,0,0
ENSMUSG00000117064,0,0,0,0,0,0
ENSMUSG00000117065,0,0,0,0,0,0
ENSMUSG00000117066,0,0,0,0,0,0
ENSMUSG00000117067,0,0,0,0,0,0
ENSMUSG00000117068,0,0,0,0,0,0
ENSMUSG00000117069,7,3,4,4,9,9
ENSMUSG00000117070,0,6,2,6,3,5
ENSMUSG00000117071,0,1,0,0,0,0
ENSMUSG00000117072,0,0,0,0,0,0
ENSMUSG00000117073,0,0,0,0,0,0
ENSMUSG00000117074,0,0,0,0,0,0
ENSMUSG00000117075,0,0,0,0,0,0
ENSMUSG00000117076,0,0,0,0,0,0
ENSMUSG00000117077,2,2,1,3,2,1
ENSMUSG00000117078,0,0,0,0,0,0
ENSMUSG00000117079,0,0,0,0,0,0
ENSMUSG00000117080,19,13,17,9,14,15
ENSMUSG00000117081,0,0,0,0,0,0
ENSMUSG00000117082,0,0,0,0,0,0
ENSMUSG00000117083,0,0,0,0,0,0
ENSMUSG00000117084,0,0,0,0,3,0
ENSMUSG00000117085,0,0,0,0,0,0
ENSMUSG00000117086,0,0,0,0,0,0
ENSMUSG00000117088,0,0,0,0,0,0
ENSMUSG00000117089,1,0,0,0,1,0
ENSMUSG00000117090,0,0,0,0,0,0
ENSMUSG00000117091,3,1,2,4,0,1
ENSMUSG00000117092,0,0,0,0,0,0
ENSMUSG00000117093,0,0,0,0,0,0
ENSMUSG00000117094,0,0,0,0,0,0
ENSMUSG00000117095,0,0,0,0,0,0
ENSMUSG00000117096,0,0,0,0,0,0
ENSMUSG00000117098,0,0,0,0,0,0
ENSMUSG00000117099,0,0,0,0,0,0
ENSMUSG00000117100,0,0,0,0,0,0
ENSMUSG00000117101,0,0,0,0,0,0
ENSMUSG00000117102,7,18,10,20,17,13
ENSMUSG00000117103,0,0,0,0,0,0
ENSMUSG00000117104,6,7,5,17,2,14
ENSMUSG00000117105,0,0,0,0,0,0
ENSMUSG00000117106,0,0,0,0,0,0
