gene_id,s_mtsc_complete_wt,s_mtsc_ezr_a1_td_single_tdbl,s_mtsc_ezr_d1_td_single_tdbl,s_mtsc_klf5_a3_tdbl_first_half,s_mtsc_klf5_d3_tdbl_first_half,s_mtsc_rin3_g2_tftd_dis_homozy_del,s_mtsc_rin3_h2_tftd_dis_insertion_td
ENSMUSG00000112661,0,0,0,0,0,0,0
ENSMUSG00000112662,0,0,0,0,0,1,3
ENSMUSG00000112663,0,0,0,0,0,0,0
ENSMUSG00000112664,0,0,0,0,0,0,0
ENSMUSG00000112665,0,0,0,0,0,0,0
ENSMUSG00000112666,0,0,0,0,0,0,0
ENSMUSG00000112667,0,0,0,0,0,0,0
ENSMUSG00000112668,0,0,0,0,0,0,0
ENSMUSG00000112669,0,0,1,0,0,0,0
ENSMUSG00000112670,17,5,4,5,13,2,7
ENSMUSG00000112671,0,0,0,0,0,0,0
ENSMUSG00000112672,0,0,0,0,0,0,0
ENSMUSG00000112673,5,8,3,7,0,0,2
ENSMUSG00000112674,0,0,1,0,0,1,0
ENSMUSG00000112675,0,0,0,0,0,0,0
ENSMUSG00000112676,0,0,0,0,0,0,0
ENSMUSG00000112677,0,0,0,0,0,0,0
ENSMUSG00000112678,0,0,0,0,0,0,0
ENSMUSG00000112679,0,0,0,0,0,0,0
ENSMUSG00000112680,0,0,0,0,0,0,0
ENSMUSG00000112681,0,0,0,0,0,0,0
ENSMUSG00000112682,0,0,0,0,0,0,0
ENSMUSG00000112683,0,0,0,0,0,0,0
ENSMUSG00000112684,0,0,0,0,2,0,0
ENSMUSG00000112685,0,0,0,0,0,0,0
ENSMUSG00000112686,0,0,0,0,0,0,0
ENSMUSG00000112687,0,0,0,0,0,0,0
ENSMUSG00000112688,0,0,0,0,0,0,0
ENSMUSG00000112689,0,0,0,0,0,0,0
ENSMUSG00000112690,0,0,0,0,0,0,0
ENSMUSG00000112691,0,0,0,0,0,0,0
ENSMUSG00000112692,0,0,0,0,0,0,0
ENSMUSG00000112693,0,0,5,0,1,3,0
ENSMUSG00000112694,0,0,1,0,0,0,0
ENSMUSG00000112696,0,0,0,1,0,0,0
ENSMUSG00000112697,0,0,0,0,0,0,0
ENSMUSG00000112698,0,0,0,0,0,0,0
ENSMUSG00000112699,0,0,0,0,0,0,0
ENSMUSG00000112700,0,0,0,0,0,0,0
ENSMUSG00000112701,0,0,0,0,0,0,0
ENSMUSG00000112702,0,0,0,0,0,0,0
ENSMUSG00000112703,0,0,0,0,0,0,0
ENSMUSG00000112704,0,0,0,0,0,0,0
ENSMUSG00000112705,0,0,0,0,0,0,0
ENSMUSG00000112706,0,0,0,0,0,0,0
ENSMUSG00000112707,0,0,0,0,0,0,0
ENSMUSG00000112708,0,0,1,0,0,0,0
ENSMUSG00000112709,0,0,0,0,0,0,0
ENSMUSG00000112710,0,0,0,0,0,0,0
ENSMUSG00000112711,10,4,10,6,8,5,5
ENSMUSG00000112712,0,1,0,0,0,0,0
ENSMUSG00000112713,0,0,0,0,0,0,0
ENSMUSG00000112714,3,0,2,3,2,0,3
ENSMUSG00000112715,0,0,0,0,0,0,0
ENSMUSG00000112716,6,2,0,3,4,3,0
ENSMUSG00000112717,0,0,0,0,0,0,0
ENSMUSG00000112718,0,0,0,0,0,0,0
ENSMUSG00000112719,2,4,6,5,7,5,9
ENSMUSG00000112720,0,0,0,0,0,0,0
ENSMUSG00000112721,0,0,0,0,0,0,0
ENSMUSG00000112722,0,0,0,0,0,0,0
ENSMUSG00000112723,0,0,0,0,0,0,0
ENSMUSG00000112724,0,0,0,0,0,0,0
ENSMUSG00000112725,0,0,0,0,1,0,1
ENSMUSG00000112726,0,0,0,0,0,0,0
ENSMUSG00000112727,16,2,4,6,8,4,7
ENSMUSG00000112728,5,15,8,6,2,9,8
ENSMUSG00000112729,0,0,0,0,0,0,0
ENSMUSG00000112730,0,0,0,0,0,0,0
ENSMUSG00000112731,0,0,0,0,0,0,0
ENSMUSG00000112732,2,0,0,0,0,0,0
ENSMUSG00000112733,0,0,0,0,1,0,0
ENSMUSG00000112734,2,2,2,1,0,4,1
ENSMUSG00000112735,0,0,0,0,0,0,0
ENSMUSG00000112736,0,0,0,0,0,0,0
ENSMUSG00000112737,0,0,0,0,0,0,0
ENSMUSG00000112738,0,0,0,0,0,0,0
ENSMUSG00000112739,0,1,1,3,6,14,4
ENSMUSG00000112740,0,0,0,0,0,0,0
ENSMUSG00000112741,1,5,2,7,5,2,3
ENSMUSG00000112742,64,44,44,54,59,59,72
ENSMUSG00000112743,0,0,0,0,0,0,0
ENSMUSG00000112744,5,8,4,6,2,6,1
ENSMUSG00000112745,0,0,0,1,0,5,2
ENSMUSG00000112746,0,0,0,0,0,0,0
ENSMUSG00000112747,0,0,0,0,0,0,0
ENSMUSG00000112748,0,0,0,0,0,0,0
ENSMUSG00000112749,0,0,0,0,0,0,0
ENSMUSG00000112750,0,0,0,0,0,0,0
ENSMUSG00000112751,0,0,0,0,0,0,0
ENSMUSG00000112752,0,0,0,0,0,0,0
ENSMUSG00000112753,0,0,0,0,0,0,0
ENSMUSG00000112754,0,0,0,0,0,0,0
ENSMUSG00000112755,0,0,0,0,0,0,1
ENSMUSG00000112756,0,0,0,0,0,0,0
ENSMUSG00000112757,0,0,0,0,0,0,0
ENSMUSG00000112758,6,0,5,1,4,5,7
ENSMUSG00000112759,3,7,2,1,0,3,7
ENSMUSG00000112760,0,0,0,0,0,0,0
ENSMUSG00000112761,1,0,0,0,0,0,3
ENSMUSG00000112762,0,0,0,0,0,0,0
ENSMUSG00000112763,0,0,0,0,1,0,0
ENSMUSG00000112764,0,0,0,0,0,0,2
ENSMUSG00000112765,0,0,0,0,0,0,0
ENSMUSG00000112766,0,0,0,0,0,0,0
ENSMUSG00000112767,0,0,0,0,0,0,0
ENSMUSG00000112768,0,0,0,0,0,0,0
ENSMUSG00000112769,0,0,0,0,0,0,0
ENSMUSG00000112770,0,0,0,0,0,0,0
ENSMUSG00000112771,0,0,0,0,0,1,0
ENSMUSG00000112772,0,0,0,0,0,0,0
ENSMUSG00000112773,0,0,0,0,0,0,0
ENSMUSG00000112774,0,0,0,0,0,0,0
ENSMUSG00000112775,0,0,0,0,0,0,0
ENSMUSG00000112776,0,0,0,0,0,0,0
ENSMUSG00000112777,0,0,0,0,0,0,0
ENSMUSG00000112778,0,0,0,0,0,0,0
ENSMUSG00000112779,4,0,0,1,0,0,0
ENSMUSG00000112780,0,0,0,0,0,0,0
ENSMUSG00000112781,0,0,0,0,0,0,0
ENSMUSG00000112782,0,0,0,0,0,0,0
ENSMUSG00000112783,0,0,0,0,0,0,0
ENSMUSG00000112784,0,0,0,0,0,0,0
ENSMUSG00000112785,0,0,0,0,0,0,0
ENSMUSG00000112786,0,0,0,0,0,0,0
ENSMUSG00000112787,0,0,0,0,0,0,0
ENSMUSG00000112788,0,0,0,0,0,0,0
ENSMUSG00000112789,0,2,0,0,4,0,0
ENSMUSG00000112790,44,70,61,48,22,57,67
ENSMUSG00000112791,0,0,0,0,0,0,0
ENSMUSG00000112792,0,0,0,0,0,0,0
ENSMUSG00000112793,0,0,0,0,0,0,0
ENSMUSG00000112794,0,0,0,2,0,0,0
ENSMUSG00000112795,4,2,0,1,4,1,1
ENSMUSG00000112796,4,2,6,2,11,7,10
ENSMUSG00000112797,0,0,0,0,0,0,0
ENSMUSG00000112798,0,0,0,0,0,0,0
ENSMUSG00000112799,0,1,0,3,0,1,0
ENSMUSG00000112800,0,0,0,0,0,0,0
ENSMUSG00000112801,0,0,0,0,0,0,0
ENSMUSG00000112802,0,0,0,0,0,0,0
ENSMUSG00000112803,1,0,4,1,0,2,5
ENSMUSG00000112804,0,0,0,0,0,0,0
ENSMUSG00000112805,0,0,0,0,0,0,0
ENSMUSG00000112806,34,41,34,32,27,30,15
ENSMUSG00000112807,0,0,0,0,0,0,0
ENSMUSG00000112808,2,2,2,11,10,11,4
ENSMUSG00000112809,0,0,0,0,0,0,0
ENSMUSG00000112810,1,0,0,0,1,0,5
ENSMUSG00000112811,0,0,1,0,0,0,0
ENSMUSG00000112812,0,0,0,0,0,3,0
ENSMUSG00000112813,6,0,0,0,0,1,0
ENSMUSG00000112814,0,0,0,0,0,0,0
ENSMUSG00000112815,0,0,0,0,0,0,0
ENSMUSG00000112816,13,14,7,9,6,0,4
ENSMUSG00000112817,0,0,0,0,0,0,0
ENSMUSG00000112818,0,0,0,0,0,0,0
ENSMUSG00000112819,0,0,0,0,2,0,1
ENSMUSG00000112820,4,2,1,1,0,0,3
ENSMUSG00000112821,0,0,0,0,0,0,0
ENSMUSG00000112822,13,1,11,12,13,9,10
ENSMUSG00000112823,0,0,1,0,0,0,1
ENSMUSG00000112824,0,0,0,0,0,0,0
ENSMUSG00000112825,50,29,54,48,35,46,36
ENSMUSG00000112826,0,0,0,0,0,0,0
ENSMUSG00000112827,0,0,0,0,0,0,0
ENSMUSG00000112828,2,1,2,0,2,2,3
ENSMUSG00000112829,0,0,0,0,0,0,0
ENSMUSG00000112830,5,3,2,0,2,3,9
ENSMUSG00000112831,0,0,0,0,0,0,0
ENSMUSG00000112832,1,0,0,1,0,0,1
ENSMUSG00000112833,0,0,0,0,0,0,0
ENSMUSG00000112834,0,0,0,0,0,0,0
ENSMUSG00000112835,0,0,0,0,0,0,0
ENSMUSG00000112836,0,0,0,0,0,0,0
ENSMUSG00000112837,0,0,0,0,0,0,0
ENSMUSG00000112838,0,0,0,0,0,0,0
ENSMUSG00000112839,0,0,0,0,0,0,0
ENSMUSG00000112840,0,0,0,0,0,0,0
ENSMUSG00000112841,0,0,0,0,0,0,0
ENSMUSG00000112842,0,0,0,0,0,0,0
ENSMUSG00000112843,0,0,0,0,0,0,0
ENSMUSG00000112844,0,0,0,0,0,0,0
ENSMUSG00000112845,0,0,0,0,0,0,0
ENSMUSG00000112846,0,0,0,0,0,0,0
ENSMUSG00000112847,47,43,41,25,44,104,104
ENSMUSG00000112848,0,0,0,0,0,0,0
ENSMUSG00000112849,0,0,0,0,0,0,0
ENSMUSG00000112850,1,1,4,6,1,0,0
ENSMUSG00000112851,0,0,0,0,0,0,1
ENSMUSG00000112852,5,4,2,0,0,1,3
ENSMUSG00000112853,0,0,0,0,0,0,0
ENSMUSG00000112854,0,2,4,0,0,0,1
ENSMUSG00000112855,0,0,0,0,0,0,0
ENSMUSG00000112856,0,0,0,0,0,0,0
ENSMUSG00000112857,0,0,0,0,0,0,0
ENSMUSG00000112858,0,0,1,1,0,1,3
ENSMUSG00000112859,0,0,0,0,0,0,0
ENSMUSG00000112860,16,3,2,6,4,7,6
ENSMUSG00000112861,0,0,0,0,0,0,0
ENSMUSG00000112862,2,2,0,0,0,0,0
ENSMUSG00000112863,0,0,0,0,0,0,0
ENSMUSG00000112864,0,0,0,0,0,0,0
ENSMUSG00000112865,0,0,2,2,0,4,2
ENSMUSG00000112866,0,0,0,0,0,0,0
ENSMUSG00000112867,0,0,0,0,0,0,0
ENSMUSG00000112868,0,0,0,0,0,0,0
ENSMUSG00000112869,0,0,0,0,0,0,0
ENSMUSG00000112870,0,0,0,0,0,0,0
ENSMUSG00000112871,0,0,0,0,0,0,0
ENSMUSG00000112872,0,0,0,0,0,0,0
ENSMUSG00000112873,0,0,0,0,0,0,0
ENSMUSG00000112874,0,0,0,0,0,0,0
ENSMUSG00000112875,3,1,0,3,0,1,1
ENSMUSG00000112876,0,0,0,0,0,0,0
ENSMUSG00000112877,0,0,0,0,0,0,0
ENSMUSG00000112878,0,0,0,0,0,0,0
ENSMUSG00000112879,3,7,4,5,8,5,12
ENSMUSG00000112880,49,76,54,50,45,68,45
ENSMUSG00000112881,0,0,0,0,0,0,0
ENSMUSG00000112882,0,0,0,0,0,0,0
ENSMUSG00000112883,0,0,0,0,0,5,5
ENSMUSG00000112884,0,0,0,0,0,0,0
ENSMUSG00000112885,0,0,0,0,0,0,0
ENSMUSG00000112886,0,0,0,0,0,0,0
ENSMUSG00000112887,0,0,2,0,0,0,0
ENSMUSG00000112888,0,0,0,0,0,0,0
ENSMUSG00000112889,1,2,2,3,1,6,3
ENSMUSG00000112890,0,0,0,0,0,0,0
ENSMUSG00000112891,2,0,2,1,0,2,1
ENSMUSG00000112892,0,0,0,0,0,0,0
ENSMUSG00000112893,0,0,0,0,0,0,0
ENSMUSG00000112894,0,0,1,0,1,2,0
ENSMUSG00000112895,0,0,0,0,0,0,0
ENSMUSG00000112896,0,0,0,0,0,0,0
ENSMUSG00000112897,0,0,0,0,0,0,0
ENSMUSG00000112898,0,0,0,0,0,0,0
ENSMUSG00000112899,0,0,0,0,0,0,0
ENSMUSG00000112900,0,0,0,0,0,0,0
ENSMUSG00000112901,0,0,0,0,0,0,0
ENSMUSG00000112902,0,0,0,0,0,0,1
ENSMUSG00000112903,0,0,0,0,0,0,0
ENSMUSG00000112904,0,0,0,0,0,0,0
ENSMUSG00000112905,0,0,0,0,0,0,0
ENSMUSG00000112906,0,0,0,0,0,0,0
ENSMUSG00000112907,0,0,0,0,0,0,0
ENSMUSG00000112908,0,0,1,0,1,0,0
ENSMUSG00000112909,12,13,10,13,11,25,12
ENSMUSG00000112910,0,0,0,0,0,0,0
ENSMUSG00000112911,0,0,0,0,0,0,0
ENSMUSG00000112912,0,0,0,0,0,0,0
ENSMUSG00000112913,0,0,0,0,0,0,0
ENSMUSG00000112914,0,0,0,0,0,0,0
ENSMUSG00000112915,0,0,0,0,0,0,0
ENSMUSG00000112916,0,0,0,0,0,2,1
ENSMUSG00000112917,0,1,0,0,0,0,1
ENSMUSG00000112918,0,0,0,0,0,0,1
ENSMUSG00000112919,0,0,0,0,0,0,0
ENSMUSG00000112920,0,0,0,0,0,0,0
ENSMUSG00000112921,0,0,0,0,0,0,0
ENSMUSG00000112922,103,119,43,67,83,109,143
ENSMUSG00000112923,0,0,0,0,0,0,0
ENSMUSG00000112924,0,0,0,0,0,0,0
ENSMUSG00000112925,0,0,0,0,0,0,0
ENSMUSG00000112926,1,0,0,1,2,0,1
ENSMUSG00000112927,0,0,0,0,0,0,0
ENSMUSG00000112928,0,0,0,0,0,0,0
ENSMUSG00000112929,0,0,0,0,0,0,0
ENSMUSG00000112930,0,0,1,0,0,0,0
ENSMUSG00000112931,0,0,0,0,0,0,0
ENSMUSG00000112932,0,0,0,0,0,0,0
ENSMUSG00000112933,0,0,0,0,0,0,0
ENSMUSG00000112934,1,0,0,1,0,1,0
ENSMUSG00000112935,0,0,1,0,0,0,0
ENSMUSG00000112936,0,1,0,1,0,0,0
ENSMUSG00000112937,0,1,0,1,0,1,2
ENSMUSG00000112938,0,0,0,0,0,0,0
ENSMUSG00000112939,0,0,0,0,0,0,0
ENSMUSG00000112940,0,0,0,0,0,0,0
ENSMUSG00000112941,8,4,7,9,2,2,7
ENSMUSG00000112942,0,1,0,0,0,0,1
ENSMUSG00000112943,0,2,4,1,1,1,4
ENSMUSG00000112944,1,2,0,8,2,1,4
ENSMUSG00000112945,35,14,21,28,27,32,21
ENSMUSG00000112946,0,0,0,0,0,0,0
ENSMUSG00000112947,0,0,0,0,0,0,0
ENSMUSG00000112948,6,4,5,2,0,0,5
ENSMUSG00000112949,6,1,1,3,0,1,9
ENSMUSG00000112950,0,0,0,0,0,0,0
ENSMUSG00000112951,18,8,5,13,2,15,2
ENSMUSG00000112952,0,0,0,0,0,0,0
ENSMUSG00000112953,0,0,0,0,0,0,0
ENSMUSG00000112954,0,2,0,0,0,0,1
ENSMUSG00000112955,1,4,6,5,0,1,0
ENSMUSG00000112956,0,0,0,0,0,0,0
ENSMUSG00000112957,0,0,0,0,0,0,0
ENSMUSG00000112958,0,0,0,0,0,0,0
ENSMUSG00000112959,0,0,0,0,0,0,0
ENSMUSG00000112960,8,4,2,2,0,0,5
ENSMUSG00000112961,0,0,0,0,0,0,0
ENSMUSG00000112962,0,0,0,0,0,0,0
ENSMUSG00000112963,6,0,4,1,2,0,0
ENSMUSG00000112964,640,665,521,546,472,514,666
ENSMUSG00000112965,0,0,0,0,0,0,0
ENSMUSG00000112966,0,0,0,0,0,0,0
ENSMUSG00000112967,0,0,0,0,0,0,0
ENSMUSG00000112968,0,0,0,0,0,0,0
ENSMUSG00000112969,1,0,0,0,0,0,0
ENSMUSG00000112970,0,0,0,0,0,0,0
ENSMUSG00000112971,6,6,1,7,2,14,4
ENSMUSG00000112972,0,0,0,0,0,0,2
ENSMUSG00000112973,0,0,0,0,0,0,0
ENSMUSG00000112974,0,0,0,0,0,0,0
ENSMUSG00000112975,18,34,17,17,15,7,7
ENSMUSG00000112976,2,0,1,0,1,0,0
ENSMUSG00000112977,0,0,0,0,0,0,0
ENSMUSG00000112978,0,0,0,0,0,0,0
ENSMUSG00000112979,0,0,0,0,0,0,0
ENSMUSG00000112980,684,587,598,554,484,516,567
ENSMUSG00000112981,0,0,0,0,0,0,0
ENSMUSG00000112982,0,0,0,0,0,0,0
ENSMUSG00000112983,0,0,0,0,0,0,0
ENSMUSG00000112984,0,0,0,0,0,0,0
ENSMUSG00000112985,0,0,0,0,0,0,0
ENSMUSG00000112986,0,0,0,0,0,0,0
ENSMUSG00000112987,2,2,1,0,2,6,11
ENSMUSG00000112988,0,0,0,0,0,0,0
ENSMUSG00000112989,0,0,0,0,0,0,0
ENSMUSG00000112990,0,0,1,1,0,0,0
ENSMUSG00000112991,101,29,92,84,77,106,168
ENSMUSG00000112992,0,0,0,3,0,0,0
ENSMUSG00000112993,0,0,0,0,0,0,0
ENSMUSG00000112994,0,0,0,0,0,0,0
ENSMUSG00000112995,0,0,0,0,0,0,0
ENSMUSG00000112996,0,0,0,0,0,0,0
ENSMUSG00000112997,7,0,4,3,0,1,3
ENSMUSG00000112998,0,0,0,0,0,0,0
ENSMUSG00000112999,0,0,0,0,0,0,0
ENSMUSG00000113000,0,0,0,0,0,0,0
ENSMUSG00000113001,0,0,0,0,0,0,0
ENSMUSG00000113002,0,0,0,0,0,1,0
ENSMUSG00000113003,2,1,3,1,2,1,4
ENSMUSG00000113004,0,0,0,0,0,0,0
ENSMUSG00000113005,0,0,0,0,0,0,0
ENSMUSG00000113006,0,0,0,0,0,0,0
ENSMUSG00000113007,0,0,0,0,0,0,0
ENSMUSG00000113008,0,0,0,0,0,0,0
ENSMUSG00000113009,0,0,0,0,0,0,0
ENSMUSG00000113010,0,0,0,0,0,0,0
ENSMUSG00000113011,0,0,1,1,0,0,0
ENSMUSG00000113012,1,0,0,0,1,4,0
ENSMUSG00000113013,0,0,0,0,0,0,0
ENSMUSG00000113014,0,0,0,0,1,0,0
ENSMUSG00000113015,9,3,3,7,4,6,4
ENSMUSG00000113016,0,0,0,0,0,0,0
ENSMUSG00000113017,0,0,0,0,0,0,0
ENSMUSG00000113018,0,0,0,0,0,0,0
ENSMUSG00000113019,17,0,3,4,0,11,3
ENSMUSG00000113020,7,6,4,9,1,4,7
ENSMUSG00000113021,0,0,0,0,0,0,0
ENSMUSG00000113022,1,0,1,0,0,0,0
ENSMUSG00000113023,0,0,0,0,0,0,0
ENSMUSG00000113024,0,0,0,0,0,0,0
ENSMUSG00000113025,0,0,0,0,0,0,0
ENSMUSG00000113026,0,0,0,0,0,0,0
ENSMUSG00000113027,0,0,0,0,0,0,0
ENSMUSG00000113028,0,0,0,0,0,0,1
ENSMUSG00000113029,10,2,10,2,5,5,6
ENSMUSG00000113030,0,0,0,0,0,0,0
ENSMUSG00000113031,7,16,4,7,5,6,5
ENSMUSG00000113032,0,0,0,0,0,0,0
ENSMUSG00000113033,0,0,0,0,0,0,0
ENSMUSG00000113034,0,0,0,0,0,0,0
ENSMUSG00000113035,0,3,4,2,3,5,2
ENSMUSG00000113036,0,0,0,0,0,0,1
ENSMUSG00000113037,0,0,0,0,0,0,0
ENSMUSG00000113038,0,0,0,0,0,0,0
ENSMUSG00000113039,6,2,0,1,0,0,1
ENSMUSG00000113040,0,0,0,0,0,0,0
ENSMUSG00000113041,0,1,1,0,1,0,0
ENSMUSG00000113042,0,0,0,0,0,0,0
ENSMUSG00000113043,0,0,0,0,0,0,0
ENSMUSG00000113044,0,0,0,0,0,0,0
ENSMUSG00000113045,2,1,1,0,2,4,0
ENSMUSG00000113046,0,0,0,0,0,0,0
ENSMUSG00000113047,147,121,146,110,132,99,111
ENSMUSG00000113048,0,0,0,0,0,0,0
ENSMUSG00000113049,0,0,0,0,0,5,2
ENSMUSG00000113050,0,2,0,0,0,0,0
ENSMUSG00000113051,0,0,0,0,0,0,0
ENSMUSG00000113052,15,19,11,14,10,13,17
ENSMUSG00000113053,1,1,0,0,0,0,0
ENSMUSG00000113054,0,0,0,0,0,0,0
ENSMUSG00000113055,0,0,0,0,0,0,0
ENSMUSG00000113056,0,0,1,1,0,1,0
ENSMUSG00000113057,0,0,0,0,0,0,0
ENSMUSG00000113058,0,0,0,0,0,0,0
ENSMUSG00000113059,48,15,31,45,35,34,25
ENSMUSG00000113060,1,0,0,0,0,0,0
ENSMUSG00000113061,18,34,14,18,24,14,17
ENSMUSG00000113062,0,0,0,0,0,0,0
ENSMUSG00000113063,0,0,0,0,0,0,0
ENSMUSG00000113064,0,0,0,0,0,0,0
ENSMUSG00000113065,1,1,0,2,1,0,1
ENSMUSG00000113066,0,0,0,0,0,0,0
ENSMUSG00000113067,1,1,2,4,0,0,0
ENSMUSG00000113068,3,0,8,10,0,7,5
ENSMUSG00000113069,0,0,0,0,0,0,0
ENSMUSG00000113070,11,8,10,13,8,11,5
ENSMUSG00000113071,0,0,0,0,0,0,0
ENSMUSG00000113072,1,0,0,1,0,0,0
ENSMUSG00000113073,0,0,0,0,0,0,0
ENSMUSG00000113074,0,0,0,0,0,1,0
ENSMUSG00000113075,0,0,0,0,0,0,1
ENSMUSG00000113076,1,0,2,0,0,1,1
ENSMUSG00000113077,50,37,24,52,37,46,28
ENSMUSG00000113078,38,33,31,31,43,37,20
ENSMUSG00000113079,0,0,0,0,0,0,0
ENSMUSG00000113080,0,0,0,0,0,0,0
ENSMUSG00000113081,2,2,2,0,2,6,4
ENSMUSG00000113082,0,0,0,0,0,0,0
ENSMUSG00000113083,0,0,0,0,0,2,0
ENSMUSG00000113084,0,0,0,0,0,0,0
ENSMUSG00000113085,0,0,0,0,0,0,0
ENSMUSG00000113086,0,0,0,0,0,0,0
ENSMUSG00000113087,0,0,0,0,0,0,0
ENSMUSG00000113088,19,56,35,22,32,39,42
ENSMUSG00000113089,0,0,0,0,0,0,0
ENSMUSG00000113090,0,0,0,0,0,0,0
ENSMUSG00000113091,0,0,0,0,0,0,0
ENSMUSG00000113092,0,0,0,0,0,0,0
ENSMUSG00000113093,1,2,0,0,0,0,0
ENSMUSG00000113094,0,3,4,1,1,4,4
ENSMUSG00000113095,0,0,0,0,0,0,0
ENSMUSG00000113096,0,0,0,1,2,4,1
ENSMUSG00000113097,0,0,0,0,0,0,0
ENSMUSG00000113098,0,0,0,0,0,0,0
ENSMUSG00000113099,0,0,0,0,0,0,0
ENSMUSG00000113100,0,0,0,0,1,0,0
ENSMUSG00000113101,0,1,0,0,0,1,0
ENSMUSG00000113102,0,1,3,2,1,1,2
ENSMUSG00000113103,0,0,0,0,0,0,0
ENSMUSG00000113104,0,1,0,0,0,0,0
ENSMUSG00000113105,0,0,0,0,0,0,0
ENSMUSG00000113106,1,2,1,0,4,1,1
ENSMUSG00000113107,0,0,1,0,0,0,0
ENSMUSG00000113108,0,0,0,0,0,0,0
ENSMUSG00000113109,0,0,0,0,0,0,0
ENSMUSG00000113110,254,99,385,276,434,631,726
ENSMUSG00000113111,0,0,0,0,0,0,0
ENSMUSG00000113112,0,0,0,0,0,0,0
ENSMUSG00000113113,3,1,0,1,0,1,1
ENSMUSG00000113114,0,0,0,0,0,0,0
ENSMUSG00000113115,0,0,0,0,0,0,0
ENSMUSG00000113116,0,0,0,0,0,0,0
ENSMUSG00000113117,0,0,0,0,0,0,0
ENSMUSG00000113118,0,0,0,0,0,0,0
ENSMUSG00000113119,0,0,0,1,1,0,3
ENSMUSG00000113120,0,0,3,0,0,0,0
ENSMUSG00000113121,0,0,0,0,0,0,0
ENSMUSG00000113122,0,0,0,0,0,0,0
ENSMUSG00000113123,6,16,9,13,16,11,4
ENSMUSG00000113124,0,0,0,0,0,0,0
ENSMUSG00000113125,4,0,2,1,1,3,0
ENSMUSG00000113126,9,6,3,3,4,6,13
ENSMUSG00000113127,0,0,0,0,0,0,0
ENSMUSG00000113128,63,98,84,96,63,63,47
ENSMUSG00000113129,0,0,0,0,0,0,0
ENSMUSG00000113130,0,0,0,0,0,0,0
ENSMUSG00000113131,0,0,0,0,0,0,0
ENSMUSG00000113132,0,0,1,1,0,0,0
ENSMUSG00000113133,0,0,0,0,0,0,0
ENSMUSG00000113134,0,0,0,0,0,0,0
ENSMUSG00000113135,0,1,1,0,0,0,0
ENSMUSG00000113136,2,0,0,0,0,0,0
ENSMUSG00000113137,7,2,10,2,4,2,7
ENSMUSG00000113138,0,0,0,0,0,0,0
ENSMUSG00000113139,0,0,0,0,0,0,0
ENSMUSG00000113140,14,8,6,6,6,8,17
ENSMUSG00000113141,0,0,0,0,0,0,0
ENSMUSG00000113142,0,0,0,0,0,0,0
ENSMUSG00000113143,0,0,0,0,0,0,0
ENSMUSG00000113144,0,0,0,0,0,0,0
ENSMUSG00000113145,19,21,16,17,16,11,17
ENSMUSG00000113146,0,0,0,0,0,0,0
ENSMUSG00000113147,0,0,0,0,0,0,0
ENSMUSG00000113148,0,0,0,0,0,0,0
ENSMUSG00000113149,2,0,1,1,0,1,0
ENSMUSG00000113150,0,0,0,0,0,0,0
ENSMUSG00000113151,3,6,0,0,3,1,1
ENSMUSG00000113152,0,0,0,1,0,0,1
ENSMUSG00000113153,0,0,0,0,0,0,0
ENSMUSG00000113154,0,0,0,0,0,0,0
ENSMUSG00000113155,0,0,0,0,0,0,0
ENSMUSG00000113156,52,61,26,26,33,28,36
ENSMUSG00000113157,1,1,1,0,1,0,0
ENSMUSG00000113158,0,0,0,0,0,0,0
ENSMUSG00000113159,3,0,1,0,0,2,1
ENSMUSG00000113160,0,0,0,0,0,0,0
ENSMUSG00000113161,0,0,0,0,0,0,0
ENSMUSG00000113162,0,0,0,0,0,0,1
ENSMUSG00000113163,2,1,2,3,0,1,0
ENSMUSG00000113164,0,0,0,0,0,0,0
ENSMUSG00000113165,24,15,15,8,27,12,27
ENSMUSG00000113166,0,0,0,0,0,0,0
ENSMUSG00000113167,0,0,0,1,0,0,0
ENSMUSG00000113168,0,0,0,0,0,0,0
ENSMUSG00000113169,0,0,0,0,0,0,0
ENSMUSG00000113170,21,26,22,15,23,30,18
ENSMUSG00000113171,0,0,0,0,0,0,0
ENSMUSG00000113172,0,0,0,0,0,0,0
ENSMUSG00000113173,0,0,0,0,0,0,0
ENSMUSG00000113174,3,4,1,4,3,23,14
ENSMUSG00000113175,0,0,0,0,0,0,0
ENSMUSG00000113177,0,0,0,0,0,0,0
ENSMUSG00000113178,0,0,0,0,0,0,0
ENSMUSG00000113179,0,0,0,0,0,0,0
ENSMUSG00000113180,0,0,0,0,0,0,0
ENSMUSG00000113181,0,0,0,0,0,0,0
ENSMUSG00000113182,0,0,0,0,0,0,0
ENSMUSG00000113183,0,0,0,0,0,0,0
ENSMUSG00000113184,59,44,33,26,22,76,122
ENSMUSG00000113185,1,1,3,1,1,0,1
ENSMUSG00000113186,13,0,2,1,2,2,8
ENSMUSG00000113187,0,0,0,0,0,0,0
ENSMUSG00000113188,4,7,2,0,3,6,6
ENSMUSG00000113189,0,0,0,0,0,0,0
ENSMUSG00000113190,1,0,2,2,1,3,4
ENSMUSG00000113191,1,1,0,0,0,0,0
ENSMUSG00000113192,3,0,0,0,1,2,1
ENSMUSG00000113193,0,0,0,0,0,0,0
ENSMUSG00000113194,0,0,0,0,0,0,0
